simulation_day,patients_treated,total_pfs_available,biomarker_group,group_patients_treated,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary,best_elapsed_pfs,best_ongoing_pfs
1191,1000,910,Medium,475,439,256.8633257403189,92.2138149638802,72.43569581255849,441.2909556680793,535.0,455.0
1191,1000,910,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,520.0
1192,1000,910,Low,289,284,179.7605633802817,42.962376436607585,93.83581050706653,265.68531625349686,344.0,238.0
1192,1000,910,Medium,475,439,256.8633257403189,92.2138149638802,72.43569581255849,441.2909556680793,535.0,456.0
1192,1000,910,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,521.0
1193,1000,910,Low,289,284,179.7605633802817,42.962376436607585,93.83581050706653,265.68531625349686,344.0,239.0
1193,1000,910,Medium,475,439,256.8633257403189,92.2138149638802,72.43569581255849,441.2909556680793,535.0,457.0
1193,1000,910,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,522.0
1194,1000,911,Low,289,284,179.7605633802817,42.962376436607585,93.83581050706653,265.68531625349686,344.0,240.0
1194,1000,911,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,422.0
1194,1000,911,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,523.0
1195,1000,912,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,241.0
1195,1000,912,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,423.0
1195,1000,912,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,524.0
1196,1000,912,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,242.0
1196,1000,912,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,424.0
1196,1000,912,High,236,187,338.88770053475935,118.39642362622165,102.09485328231605,575.6805477872026,714.0,525.0
1197,1000,913,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,243.0
1197,1000,913,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,425.0
1197,1000,913,High,236,188,339.6223404255319,118.50829042436632,102.60575957679924,576.6389212742645,714.0,526.0
1198,1000,914,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,244.0
1198,1000,914,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,426.0
1198,1000,914,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,527.0
1199,1000,914,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,245.0
1199,1000,914,Medium,475,440,257.32045454545454,92.60649617704618,72.10746219136217,442.5334468995469,535.0,427.0
1199,1000,914,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,528.0
1200,1000,915,Low,289,285,179.84912280701755,42.9127230993943,94.02367660822895,265.6745690058061,344.0,246.0
1200,1000,915,Medium,475,441,257.4557823129252,92.54484647204471,72.36608936883576,442.5454752570146,535.0,428.0
1200,1000,915,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,529.0
1201,1000,917,Low,289,286,179.95104895104896,42.87203786239684,94.20697322625529,265.69512467584264,344.0,247.0
1201,1000,917,Medium,475,442,257.66968325791856,92.54918130862734,72.57132064066388,442.76804587517324,535.0,429.0
1201,1000,917,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,530.0
1202,1000,918,Low,289,286,179.95104895104896,42.87203786239684,94.20697322625529,265.69512467584264,344.0,248.0
1202,1000,918,Medium,475,443,258.01354401805867,92.72730319232313,72.5589376334124,443.46815040270496,535.0,430.0
1202,1000,918,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,531.0
1203,1000,919,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,249.0
1203,1000,919,Medium,475,443,258.01354401805867,92.72730319232313,72.5589376334124,443.46815040270496,535.0,431.0
1203,1000,919,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,532.0
1204,1000,920,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,250.0
1204,1000,920,Medium,475,444,258.06081081081084,92.62794041549503,72.80492997982077,443.3166916418009,535.0,432.0
1204,1000,920,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,533.0
1205,1000,920,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,251.0
1205,1000,920,Medium,475,444,258.06081081081084,92.62794041549503,72.80492997982077,443.3166916418009,535.0,433.0
1205,1000,920,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,534.0
1206,1000,921,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,252.0
1206,1000,921,Medium,475,445,257.9820224719101,92.53849766423946,72.9050271434312,443.05901780038903,535.0,434.0
1206,1000,921,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,535.0
1207,1000,922,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,253.0
1207,1000,922,Medium,475,446,258.0807174887892,92.45796000843983,73.16479747190957,442.9966375056689,535.0,435.0
1207,1000,922,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,536.0
1208,1000,922,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,254.0
1208,1000,922,Medium,475,446,258.0807174887892,92.45796000843983,73.16479747190957,442.9966375056689,535.0,436.0
1208,1000,922,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,537.0
1209,1000,922,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,255.0
1209,1000,922,Medium,475,446,258.0807174887892,92.45796000843983,73.16479747190957,442.9966375056689,535.0,437.0
1209,1000,922,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,538.0
1210,1000,922,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,256.0
1210,1000,922,Medium,475,446,258.0807174887892,92.45796000843983,73.16479747190957,442.9966375056689,535.0,438.0
1210,1000,922,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,539.0
1211,1000,923,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,257.0
1211,1000,923,Medium,475,447,258.12080536912754,92.35813841825394,73.40452853261965,442.8370822056354,535.0,439.0
1211,1000,923,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,540.0
1212,1000,923,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,258.0
1212,1000,923,Medium,475,447,258.12080536912754,92.35813841825394,73.40452853261965,442.8370822056354,535.0,440.0
1212,1000,923,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,541.0
1213,1000,924,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,259.0
1213,1000,924,Medium,475,448,258.20535714285717,92.27212825963989,73.6611006235774,442.74961366213694,535.0,441.0
1213,1000,924,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,542.0
1214,1000,924,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,260.0
1214,1000,924,Medium,475,448,258.20535714285717,92.27212825963989,73.6611006235774,442.74961366213694,535.0,442.0
1214,1000,924,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,543.0
1215,1000,924,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,261.0
1215,1000,924,Medium,475,448,258.20535714285717,92.27212825963989,73.6611006235774,442.74961366213694,535.0,443.0
1215,1000,924,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,544.0
1216,1000,925,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,262.0
1216,1000,925,Medium,475,449,258.1781737193764,92.17088828664998,73.83639714607642,442.51995029267636,535.0,444.0
1216,1000,925,High,236,189,340.3121693121693,118.57255122629186,103.16706685958559,577.457271764753,714.0,545.0
1217,1000,926,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,263.0
1217,1000,926,Medium,475,449,258.1781737193764,92.17088828664998,73.83639714607642,442.51995029267636,535.0,445.0
1217,1000,926,High,236,190,339.7631578947368,118.50033692951594,102.76248403570494,576.7638317537687,714.0,546.0
1218,1000,927,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,264.0
1218,1000,927,Medium,475,449,258.1781737193764,92.17088828664998,73.83639714607642,442.51995029267636,535.0,446.0
1218,1000,927,High,236,191,339.5287958115183,118.23245595064516,103.06388391022799,575.9937077128086,714.0,547.0
1219,1000,927,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,265.0
1219,1000,927,Medium,475,449,258.1781737193764,92.17088828664998,73.83639714607642,442.51995029267636,535.0,447.0
1219,1000,927,High,236,191,339.5287958115183,118.23245595064516,103.06388391022799,575.9937077128086,714.0,548.0
1220,1000,928,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,266.0
1220,1000,928,Medium,475,450,258.3,92.10445435617899,74.09109128764203,442.508908712358,535.0,448.0
1220,1000,928,High,236,191,339.5287958115183,118.23245595064516,103.06388391022799,575.9937077128086,714.0,549.0
1221,1000,930,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,267.0
1221,1000,930,Medium,475,451,258.27050997782703,92.00419069903164,74.26212857976375,442.27889137589034,535.0,449.0
1221,1000,930,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,550.0
1222,1000,930,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,268.0
1222,1000,930,Medium,475,451,258.27050997782703,92.00419069903164,74.26212857976375,442.27889137589034,535.0,450.0
1222,1000,930,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,551.0
1223,1000,930,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,269.0
1223,1000,930,Medium,475,451,258.27050997782703,92.00419069903164,74.26212857976375,442.27889137589034,535.0,451.0
1223,1000,930,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,552.0
1224,1000,930,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,270.0
1224,1000,930,Medium,475,451,258.27050997782703,92.00419069903164,74.26212857976375,442.27889137589034,535.0,452.0
1224,1000,930,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,553.0
1225,1000,930,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,271.0
1225,1000,930,Medium,475,451,258.27050997782703,92.00419069903164,74.26212857976375,442.27889137589034,535.0,453.0
1225,1000,930,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,554.0
1226,1000,931,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,272.0
1226,1000,931,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,454.0
1226,1000,931,High,236,192,339.8072916666667,117.9856648891216,103.8359618884235,575.7786214449098,714.0,555.0
1227,1000,932,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,273.0
1227,1000,932,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,455.0
1227,1000,932,High,236,193,340.04663212435236,117.72497478920586,104.59668254594064,575.496581702764,714.0,556.0
1228,1000,932,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,274.0
1228,1000,932,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,456.0
1228,1000,932,High,236,193,340.04663212435236,117.72497478920586,104.59668254594064,575.496581702764,714.0,557.0
1229,1000,932,Low,289,287,180.16376306620208,42.94846900630596,94.26682505359015,266.060701078814,344.0,275.0
1229,1000,932,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,457.0
1229,1000,932,High,236,193,340.04663212435236,117.72497478920586,104.59668254594064,575.496581702764,714.0,558.0
1230,1000,934,Low,289,288,180.49652777777777,43.243899351321666,94.00872907513444,266.9843264804211,344.0,248.0
1230,1000,934,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,458.0
1230,1000,934,High,236,194,340.3041237113402,117.47435078226732,105.35542214680555,575.2528252758748,714.0,559.0
1231,1000,935,Low,289,288,180.49652777777777,43.243899351321666,94.00872907513444,266.9843264804211,344.0,249.0
1231,1000,935,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,459.0
1231,1000,935,High,236,195,340.44102564102565,117.18678525379002,106.0674551334456,574.8145961486057,714.0,560.0
1232,1000,935,Low,289,288,180.49652777777777,43.243899351321666,94.00872907513444,266.9843264804211,344.0,250.0
1232,1000,935,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,460.0
1232,1000,935,High,236,195,340.44102564102565,117.18678525379002,106.0674551334456,574.8145961486057,714.0,561.0
1233,1000,936,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1233,1000,936,Medium,475,452,258.4734513274336,92.00335819350468,74.46673494042426,442.480167714443,535.0,461.0
1233,1000,936,High,236,195,340.44102564102565,117.18678525379002,106.0674551334456,574.8145961486057,714.0,562.0
1234,1000,939,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1234,1000,939,Medium,475,454,258.6079295154185,91.82352076500639,74.96088798540572,442.25497104543126,535.0,462.0
1234,1000,939,High,236,196,341.0408163265306,117.18715413693943,106.66650805265175,575.4151246004094,714.0,563.0
1235,1000,940,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1235,1000,940,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,463.0
1235,1000,940,High,236,196,341.0408163265306,117.18715413693943,106.66650805265175,575.4151246004094,714.0,564.0
1236,1000,940,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1236,1000,940,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,464.0
1236,1000,940,High,236,196,341.0408163265306,117.18715413693943,106.66650805265175,575.4151246004094,714.0,565.0
1237,1000,940,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1237,1000,940,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,465.0
1237,1000,940,High,236,196,341.0408163265306,117.18715413693943,106.66650805265175,575.4151246004094,714.0,566.0
1238,1000,940,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1238,1000,940,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,466.0
1238,1000,940,High,236,196,341.0408163265306,117.18715413693943,106.66650805265175,575.4151246004094,714.0,567.0
1239,1000,941,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1239,1000,941,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,467.0
1239,1000,941,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,568.0
1240,1000,941,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1240,1000,941,Medium,475,455,258.77362637362637,91.7904106054178,75.19280516279076,442.354447584462,535.0,468.0
1240,1000,941,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,569.0
1241,1000,942,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1241,1000,942,Medium,475,456,258.9144736842105,91.7388034246595,75.43686683489153,442.3920805335295,535.0,469.0
1241,1000,942,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,570.0
1242,1000,942,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1242,1000,942,Medium,475,456,258.9144736842105,91.7388034246595,75.43686683489153,442.3920805335295,535.0,470.0
1242,1000,942,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,571.0
1243,1000,942,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1243,1000,942,Medium,475,456,258.9144736842105,91.7388034246595,75.43686683489153,442.3920805335295,535.0,471.0
1243,1000,942,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,572.0
1244,1000,942,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1244,1000,942,Medium,475,456,258.9144736842105,91.7388034246595,75.43686683489153,442.3920805335295,535.0,472.0
1244,1000,942,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,573.0
1245,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1245,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,467.0
1245,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,574.0
1246,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1246,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,468.0
1246,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,575.0
1247,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1247,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,469.0
1247,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,576.0
1248,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1248,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,470.0
1248,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,577.0
1249,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1249,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,471.0
1249,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,578.0
1250,1000,943,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1250,1000,943,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,472.0
1250,1000,943,High,236,197,340.98477157360406,116.8904718955872,107.20382778242967,574.7657153647784,714.0,579.0
1251,1000,944,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1251,1000,944,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,473.0
1251,1000,944,High,236,198,340.9949494949495,116.59350607834944,107.80793733825061,574.1819616516484,714.0,580.0
1252,1000,945,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1252,1000,945,Medium,475,457,259.38293216630194,92.18374084659003,75.01545047312189,443.750413859482,535.0,474.0
1252,1000,945,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,581.0
1253,1000,946,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1253,1000,946,Medium,475,458,259.46288209606985,92.098722944691,75.26543620668784,443.6603279854519,535.0,475.0
1253,1000,946,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,582.0
1254,1000,946,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1254,1000,946,Medium,475,458,259.46288209606985,92.098722944691,75.26543620668784,443.6603279854519,535.0,476.0
1254,1000,946,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,583.0
1255,1000,946,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1255,1000,946,Medium,475,458,259.46288209606985,92.098722944691,75.26543620668784,443.6603279854519,535.0,477.0
1255,1000,946,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,584.0
1256,1000,947,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1256,1000,947,Medium,475,459,259.48148148148147,91.99898652129016,75.48350843890114,443.4794545240618,535.0,478.0
1256,1000,947,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,585.0
1257,1000,947,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1257,1000,947,Medium,475,459,259.48148148148147,91.99898652129016,75.48350843890114,443.4794545240618,535.0,479.0
1257,1000,947,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,586.0
1258,1000,947,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1258,1000,947,Medium,475,459,259.48148148148147,91.99898652129016,75.48350843890114,443.4794545240618,535.0,480.0
1258,1000,947,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,587.0
1259,1000,947,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1259,1000,947,Medium,475,459,259.48148148148147,91.99898652129016,75.48350843890114,443.4794545240618,535.0,481.0
1259,1000,947,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,588.0
1260,1000,948,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1260,1000,948,Medium,475,460,259.6065217391304,91.93783753409768,75.73084667093505,443.48219680732575,535.0,482.0
1260,1000,948,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,589.0
1261,1000,948,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1261,1000,948,Medium,475,460,259.6065217391304,91.93783753409768,75.73084667093505,443.48219680732575,535.0,483.0
1261,1000,948,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,590.0
1262,1000,948,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1262,1000,948,Medium,475,460,259.6065217391304,91.93783753409768,75.73084667093505,443.48219680732575,535.0,484.0
1262,1000,948,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,591.0
1263,1000,949,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1263,1000,949,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,485.0
1263,1000,949,High,236,199,342.05527638190955,117.2566552128968,107.54196595611594,576.5685868077031,714.0,592.0
1264,1000,950,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1264,1000,950,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,486.0
1264,1000,950,High,236,200,342.58,117.19683910190318,108.18632179619362,576.9736782038063,714.0,593.0
1265,1000,950,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1265,1000,950,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,487.0
1265,1000,950,High,236,200,342.58,117.19683910190318,108.18632179619362,576.9736782038063,714.0,594.0
1266,1000,950,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1266,1000,950,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,488.0
1266,1000,950,High,236,200,342.58,117.19683910190318,108.18632179619362,576.9736782038063,714.0,595.0
1267,1000,950,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1267,1000,950,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,489.0
1267,1000,950,High,236,200,342.58,117.19683910190318,108.18632179619362,576.9736782038063,714.0,596.0
1268,1000,951,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1268,1000,951,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,490.0
1268,1000,951,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,597.0
1269,1000,951,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1269,1000,951,Medium,475,461,259.9327548806941,92.10458275197759,75.72358937673894,444.1419203846493,535.0,491.0
1269,1000,951,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,598.0
1270,1000,952,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1270,1000,952,Medium,475,462,260.2142857142857,92.2034177837629,75.80745014675992,444.6211212818115,535.0,492.0
1270,1000,952,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,599.0
1271,1000,952,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1271,1000,952,Medium,475,462,260.2142857142857,92.2034177837629,75.80745014675992,444.6211212818115,535.0,493.0
1271,1000,952,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,600.0
1272,1000,953,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1272,1000,953,Medium,475,463,260.317494600432,92.13034630670016,76.05680198703166,444.5781872138323,535.0,494.0
1272,1000,953,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,601.0
1273,1000,953,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1273,1000,953,Medium,475,463,260.317494600432,92.13034630670016,76.05680198703166,444.5781872138323,535.0,495.0
1273,1000,953,High,236,201,342.7363184079602,116.92448470862772,108.88734899070477,576.5852878252156,714.0,602.0
1274,1000,956,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1274,1000,956,Medium,475,464,260.82543103448273,92.6789071311678,75.46761677214712,446.1832452968183,535.0,402.0
1274,1000,956,High,236,203,343.01477832512313,116.66353744267634,109.68770343977044,576.3418532104758,714.0,603.0
1275,1000,956,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1275,1000,956,Medium,475,464,260.82543103448273,92.6789071311678,75.46761677214712,446.1832452968183,535.0,403.0
1275,1000,956,High,236,203,343.01477832512313,116.66353744267634,109.68770343977044,576.3418532104758,714.0,604.0
1276,1000,956,Low,289,289,180.74048442906573,43.36751601830391,94.00545239245791,267.47551646567354,344.0,
1276,1000,956,Medium,475,464,260.82543103448273,92.6789071311678,75.46761677214712,446.1832452968183,535.0,404.0
1276,1000,956,High,236,203,343.01477832512313,116.66353744267634,109.68770343977044,576.3418532104758,714.0,605.0
