simulation_day,patients_treated,total_pfs_available,biomarker_group,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary
1385,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1386,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1386,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1386,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1387,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1387,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1387,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1388,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1388,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1388,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1389,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1389,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1389,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1390,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1390,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1390,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1391,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1391,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1391,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1392,1000,985,High,232.0,351.73706896551727,114.85905085654424,122.01896725242878,581.4551706786058
1392,1000,985,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1392,1000,985,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1393,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1393,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1393,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1394,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1394,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1394,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1395,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1395,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1395,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1396,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1396,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1396,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1397,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1397,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1397,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1398,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1398,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1398,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1399,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1399,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1399,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1400,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1400,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1400,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1401,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1401,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1401,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1402,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1402,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1402,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1403,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1403,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1403,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1404,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1404,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1404,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1405,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1405,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1405,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1406,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1406,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1406,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1407,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1407,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1407,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1408,1000,986,High,233.0,351.9570815450644,114.66043516159316,122.63621122187809,581.2779518682507
1408,1000,986,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1408,1000,986,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1409,1000,987,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1409,1000,987,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1409,1000,987,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1410,1000,987,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1410,1000,987,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1410,1000,987,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1411,1000,987,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1411,1000,987,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1411,1000,987,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1412,1000,987,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1412,1000,987,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1412,1000,987,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1413,1000,987,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1413,1000,987,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1413,1000,987,Medium,509.0,271.4990176817289,90.25187032664947,90.99527702842997,452.0027583350278
1414,1000,988,High,234.0,352.6837606837607,114.95284717747788,122.77806632880493,582.5894550387164
1414,1000,988,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1414,1000,988,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1415,1000,989,High,235.0,353.0936170212766,114.87890206025932,123.33581290075796,582.8514211417953
1415,1000,989,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1415,1000,989,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1416,1000,989,High,235.0,353.0936170212766,114.87890206025932,123.33581290075796,582.8514211417953
1416,1000,989,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1416,1000,989,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1417,1000,989,High,235.0,353.0936170212766,114.87890206025932,123.33581290075796,582.8514211417953
1417,1000,989,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1417,1000,989,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1418,1000,990,High,236.0,354.1779661016949,115.83823139562746,122.50150331043997,585.8544288929498
1418,1000,990,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1418,1000,990,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1419,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1419,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1419,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1420,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1420,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1420,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1421,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1421,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1421,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1422,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1422,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1422,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1423,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1423,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1423,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1424,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1424,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1424,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1425,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1425,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1425,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1426,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1426,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1426,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1427,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1427,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1427,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1428,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1428,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1428,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1429,1000,991,High,237.0,354.61603375527426,115.78911388542421,123.03780598442583,586.1942615261227
1429,1000,991,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1429,1000,991,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1430,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1430,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1430,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1431,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1431,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1431,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1432,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1432,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1432,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1433,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1433,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1433,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1434,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1434,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1434,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1435,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1435,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1435,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1436,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1436,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1436,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1437,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1437,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1437,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1438,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1438,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1438,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1439,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1439,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1439,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1440,1000,992,High,238.0,355.21008403361344,115.90745427691411,123.39517547978522,587.0249925874416
1440,1000,992,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1440,1000,992,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1441,1000,993,High,239.0,356.234309623431,116.7424961808783,122.74931726167438,589.7193019851876
1441,1000,993,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1441,1000,993,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1442,1000,993,High,239.0,356.234309623431,116.7424961808783,122.74931726167438,589.7193019851876
1442,1000,993,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1442,1000,993,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1443,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1443,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1443,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1444,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1444,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1444,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1445,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1445,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1445,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1446,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1446,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1446,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1447,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1447,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1447,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1448,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1448,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1448,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1449,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1449,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1449,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1450,1000,994,High,240.0,356.82916666666665,116.86193255135473,123.1053015639572,590.553031769376
1450,1000,994,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1450,1000,994,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1451,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1451,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1451,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1452,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1452,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1452,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1453,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1453,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1453,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1454,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1454,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1454,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1455,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1455,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1455,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1456,1000,995,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1456,1000,995,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1456,1000,995,Medium,510.0,271.80980392156863,90.43592909392441,90.9379457337198,452.68166210941746
1457,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1457,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1457,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1458,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1458,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1458,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1459,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1459,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1459,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1460,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1460,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1460,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1461,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1461,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1461,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1462,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1462,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1462,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1463,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1463,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1463,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1464,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1464,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1464,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1465,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1465,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1465,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1466,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1466,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1466,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1467,1000,996,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1467,1000,996,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1467,1000,996,Medium,511.0,272.23091976516633,90.84734827804485,90.53622320907664,453.92561632125603
1468,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1468,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1468,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1469,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1469,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1469,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1470,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1470,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1470,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1471,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1471,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1471,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1472,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1472,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1472,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1473,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1473,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1473,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1474,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1474,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1474,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1475,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1475,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1475,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1476,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1476,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1476,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1477,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1477,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1477,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1478,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1478,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1478,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1479,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1479,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1479,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1480,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1480,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1480,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1481,1000,997,High,241.0,357.24896265560164,116.80016877557485,123.64862510445195,590.8493002067513
1481,1000,997,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1481,1000,997,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1482,1000,998,High,242.0,357.8223140495868,116.89835566896755,124.02560271165169,591.6190253875219
1482,1000,998,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1482,1000,998,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1483,1000,998,High,242.0,357.8223140495868,116.89835566896755,124.02560271165169,591.6190253875219
1483,1000,998,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
1483,1000,998,Medium,512.0,272.76953125,91.57304148591665,89.6234482781667,455.91561422183327
1484,1000,998,High,242.0,357.8223140495868,116.89835566896755,124.02560271165169,591.6190253875219
1484,1000,998,Low,244.0,181.99180327868854,47.20605316239662,87.5796969538953,276.4039096034818
